FootnoteUrn,Scholion,TextUrn,Image,Folio,SequenceOnFolio
urn:cite:hmt:msAfootnotes.11-1,urn:cts:greekLit:tlg5026.msA.hmt:11.24,urn:cts:greekLit:tlg0012.tlg001.msA:11.24@δέκα,"urn:cite:hmt:vaimg.VA137VN-0639@0.557,0.6744,0.023,0.0105",1
