Text,Image,Folio
urn:cts:greekLit:tlg5026.msAil.hmt:11.27,"urn:cite:hmt:vaimg.VA138VN-0640@0.666,0.265,0.061,0.0105",urn:cite:hmt:msA.138v
urn:cts:greekLit:tlg5026.msAil.hmt:11.28,"urn:cite:hmt:vaimg.VA138VN-0640@0.586,0.3011,0.035,0.0113",urn:cite:hmt:msA.138v
urn:cts:greekLit:tlg5026.msAil.hmt:11.29,"urn:cite:hmt:vaimg.VA138VN-0640@0.729,0.3363,0.059,0.0135",urn:cite:hmt:msA.138v
urn:cts:greekLit:tlg5026.msAil.hmt:11.30,"urn:cite:hmt:vaimg.VA138VN-0640@0.779,0.4497,0.057,0.0105",urn:cite:hmt:msA.138v
urn:cts:greekLit:tlg5026.msAil.hmt:11.31,"urn:cite:hmt:vaimg.VA138VN-0640@0.62,0.5086,0.042,0.0143",urn:cite:hmt:msA.138v
urn:cts:greekLit:tlg5026.msAil.hmt:11.32,"urn:cite:hmt:vaimg.VA138VN-0640@0.633,0.5263,0.04,0.0143",urn:cite:hmt:msA.138v
urn:cts:greekLit:tlg5026.msAil.hmt:11.33,"urn:cite:hmt:vaimg.VA138VN-0640@0.605,0.545,0.041,0.012",urn:cite:hmt:msA.138v
urn:cts:greekLit:tlg5026.msAil.hmt:11.34,"urn:cite:hmt:vaimg.VA138VN-0640@0.827,0.5769,0.047,0.0158",urn:cite:hmt:msA.138v
urn:cts:greekLit:tlg5026.msAil.hmt:11.35,"urn:cite:hmt:vaimg.VA138VN-0640@0.52,0.6186,0.037,0.0105",urn:cite:hmt:msA.138v
urn:cts:greekLit:tlg5026.msAil.hmt:11.36,"urn:cite:hmt:vaimg.VA138VN-0640@0.606,0.6366,0.071,0.0098",urn:cite:hmt:msA.138v
urn:cts:greekLit:tlg5026.msAil.hmt:11.37,"urn:cite:hmt:vaimg.VA138VN-0640@0.504,0.6539,0.062,0.0113",urn:cite:hmt:msA.138v
urn:cts:greekLit:tlg5026.msAil.hmt:11.38,"urn:cite:hmt:vaimg.VA138VN-0640@0.689,0.6727,0.024,0.0128",urn:cite:hmt:msA.138v
urn:cts:greekLit:tlg5026.msAil.hmt:11.39,"urn:cite:hmt:vaimg.VA139RN-0311@0.476,0.211,0.103,0.0225",urn:cite:hmt:msA.139r
urn:cts:greekLit:tlg5026.msAil.hmt:11.40,"urn:cite:hmt:vaimg.VA139RN-0311@0.422,0.2425,0.063,0.0128",urn:cite:hmt:msA.139r
urn:cts:greekLit:tlg5026.msAil.hmt:11.41,"urn:cite:hmt:vaimg.VA139RN-0311@0.296,0.3536,0.059,0.015",urn:cite:hmt:msA.139r
urn:cts:greekLit:tlg5026.msAil.hmt:11.42,"urn:cite:hmt:vaimg.VA139RN-0311@0.433,0.4152,0.047,0.0128",urn:cite:hmt:msA.139r
urn:cts:greekLit:tlg5026.msAil.hmt:11.43,"urn:cite:hmt:vaimg.VA139RN-0311@0.453,0.4354,0.067,0.0105",urn:cite:hmt:msA.139r
urn:cts:greekLit:tlg5026.msAil.hmt:11.44,"urn:cite:hmt:vaimg.VA139RN-0311@0.216,0.5053,0.059,0.0143",urn:cite:hmt:msA.139r
urn:cts:greekLit:tlg5026.msAil.hmt:11.45,"urn:cite:hmt:vaimg.VA139RN-0311@0.392,0.5661,0.049,0.0128",urn:cite:hmt:msA.139r
urn:cts:greekLit:tlg5026.msAil.hmt:11.46,"urn:cite:hmt:vaimg.VA139RN-0311@0.399,0.5856,0.133,0.0135",urn:cite:hmt:msA.139r
urn:cts:greekLit:tlg5026.msAil.hmt:11.47,"urn:cite:hmt:vaimg.VA139RN-0311@0.3,0.6014,0.077,0.0128",urn:cite:hmt:msA.139r
urn:cts:greekLit:tlg5026.msAil.hmt:11.48,"urn:cite:hmt:vaimg.VA139RN-0311@0.42,0.6044,0.057,0.0143",urn:cite:hmt:msA.139r
urn:cts:greekLit:tlg5026.msAil.hmt:11.49,"urn:cite:hmt:vaimg.VA139RN-0311@0.5,0.6066,0.179,0.0323",urn:cite:hmt:msA.139r
urn:cts:greekLit:tlg5026.msAil.hmt:11.50,"urn:cite:hmt:vaimg.VA139RN-0311@0.336,0.6426,0.082,0.0135",urn:cite:hmt:msA.139r
urn:cts:greekLit:tlg5026.msAil.hmt:11.51,"urn:cite:hmt:vaimg.VA139RN-0311@0.474,0.6824,0.046,0.015",urn:cite:hmt:msA.139r
urn:cts:greekLit:tlg5026.msAil.hmt:11.52,"urn:cite:hmt:vaimg.VA139VN-0641@0.5952,0.303,0.0681,0.0143",urn:cite:hmt:msA.139v
urn:cts:greekLit:tlg5026.msAil.hmt:11.53,"urn:cite:hmt:vaimg.VA139VN-0641@0.7996,0.3038,0.0581,0.0135",urn:cite:hmt:msA.139v
urn:cts:greekLit:tlg5026.msAil.hmt:11.54,"urn:cite:hmt:vaimg.VA139VN-0641@0.554,0.3218,0.093,0.015",urn:cite:hmt:msA.139v
urn:cts:greekLit:tlg5026.msAil.hmt:11.55,"urn:cite:hmt:vaimg.VA139VN-0641@0.652,0.3233,0.031,0.0113",urn:cite:hmt:msA.139v
urn:cts:greekLit:tlg5026.msAil.hmt:11.56,"urn:cite:hmt:vaimg.VA139VN-0641@0.7054,0.3241,0.0491,0.012",urn:cite:hmt:msA.139v
urn:cts:greekLit:tlg5026.msAil.hmt:11.57,"urn:cite:hmt:vaimg.VA139VN-0641@0.779,0.3233,0.123,0.0188",urn:cite:hmt:msA.139v
urn:cts:greekLit:tlg5026.msAil.hmt:11.58,"urn:cite:hmt:vaimg.VA139VN-0641@0.806,0.3398,0.092,0.0165",urn:cite:hmt:msA.139v
urn:cts:greekLit:tlg5026.msAil.hmt:11.59,"urn:cite:hmt:vaimg.VA139VN-0641@0.6743,0.4008,0.0371,0.0098",urn:cite:hmt:msA.139v
urn:cts:greekLit:tlg5026.msAil.hmt:11.60,"urn:cite:hmt:vaimg.VA139VN-0641@0.5271,0.4218,0.0441,0.0083",urn:cite:hmt:msA.139v
urn:cts:greekLit:tlg5026.msAil.hmt:11.61,"urn:cite:hmt:vaimg.VA139VN-0641@0.6663,0.4165,0.0461,0.0128",urn:cite:hmt:msA.139v
urn:cts:greekLit:tlg5026.msAil.hmt:11.62,"urn:cite:hmt:vaimg.VA139VN-0641@0.492,0.4421,0.0531,0.012",urn:cite:hmt:msA.139v
urn:cts:greekLit:tlg5026.msAil.hmt:11.63,"urn:cite:hmt:vaimg.VA139VN-0641@0.6042,0.4932,0.0551,0.012",urn:cite:hmt:msA.139v
urn:cts:greekLit:tlg5026.msAil.hmt:11.64,"urn:cite:hmt:vaimg.VA139VN-0641@0.7315,0.5677,0.0491,0.0113",urn:cite:hmt:msA.139v
urn:cts:greekLit:tlg5026.msAil.hmt:11.65,"urn:cite:hmt:vaimg.VA139VN-0641@0.8216,0.6346,0.1012,0.0188",urn:cite:hmt:msA.139v
urn:cts:greekLit:tlg5026.msAil.hmt:11.66,"urn:cite:hmt:vaimg.VA139VN-0641@0.5862,0.6857,0.0441,0.0105",urn:cite:hmt:msA.139v
urn:cts:greekLit:tlg5026.msAil.hmt:11.67,"urn:cite:hmt:vaimg.VA140RN-0312@0.496,0.2466,0.0381,0.0113",urn:cite:hmt:msA.140r
urn:cts:greekLit:tlg5026.msAil.hmt:11.68,"urn:cite:hmt:vaimg.VA140RN-0312@0.2545,0.2586,0.0561,0.0105",urn:cite:hmt:msA.140r
urn:cts:greekLit:tlg5026.msAil.hmt:11.69,"urn:cite:hmt:vaimg.VA140RN-0312@0.4449,0.2812,0.1473,0.0173",urn:cite:hmt:msA.140r
urn:cts:greekLit:tlg5026.msAil.hmt:11.70,"urn:cite:hmt:vaimg.VA140RN-0312@0.3697,0.3962,0.0501,0.012",urn:cite:hmt:msA.140r
urn:cts:greekLit:tlg5026.msAil.hmt:11.71,"urn:cite:hmt:vaimg.VA140RN-0312@0.3717,0.415,0.0621,0.012",urn:cite:hmt:msA.140r
urn:cts:greekLit:tlg5026.msAil.hmt:11.72,"urn:cite:hmt:vaimg.VA140RN-0312@0.4198,0.4925,0.0501,0.015",urn:cite:hmt:msA.140r
urn:cts:greekLit:tlg5026.msAil.hmt:11.73,"urn:cite:hmt:vaimg.VA140RN-0312@0.5451,0.5526,0.0581,0.0263",urn:cite:hmt:msA.140r
urn:cts:greekLit:tlg5026.msAil.hmt:11.74,"urn:cite:hmt:vaimg.VA140RN-0312@0.4399,0.5932,0.017,0.0113",urn:cite:hmt:msA.140r
urn:cts:greekLit:tlg5026.msAil.hmt:11.75,"urn:cite:hmt:vaimg.VA140RN-0312@0.5591,0.5932,0.0451,0.0338",urn:cite:hmt:msA.140r
urn:cts:greekLit:tlg5026.msAil.hmt:11.76,"urn:cite:hmt:vaimg.VA140RN-0312@0.1864,0.6,0.0822,0.0113",urn:cite:hmt:msA.140r
urn:cts:greekLit:tlg5026.msAil.hmt:11.77,"urn:cite:hmt:vaimg.VA140RN-0312@0.1423,0.603,0.0461,0.0113",urn:cite:hmt:msA.140r
urn:cts:greekLit:tlg5026.msAil.hmt:11.78,"urn:cite:hmt:vaimg.VA140RN-0312@0.1894,0.609,0.0331,0.0083",urn:cite:hmt:msA.140r
urn:cts:greekLit:tlg5026.msAil.hmt:11.79,"urn:cite:hmt:vaimg.VA140VN-0642@0.535,0.2296,0.012,0.0098",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msAil.hmt:11.80,"urn:cite:hmt:vaimg.VA140VN-0642@0.588,0.2641,0.079,0.015",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msAil.hmt:11.81,"urn:cite:hmt:vaimg.VA140VN-0642@0.594,0.3203,0.074,0.0158",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msAil.hmt:11.82,"urn:cite:hmt:vaimg.VA140VN-0642@0.491,0.3413,0.216,0.0158",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msAil.hmt:11.83,"urn:cite:hmt:vaimg.VA140VN-0642@0.789,0.3406,0.097,0.012",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msAil.hmt:11.84,"urn:cite:hmt:vaimg.VA140VN-0642@0.822,0.3556,0.079,0.0188",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msAil.hmt:11.85,"urn:cite:hmt:vaimg.VA140VN-0642@0.53,0.4381,0.048,0.0158",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msAil.hmt:11.86,"urn:cite:hmt:vaimg.VA140VN-0642@0.719,0.4546,0.061,0.0128",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msAil.hmt:11.87,"urn:cite:hmt:vaimg.VA140VN-0642@0.784,0.4726,0.057,0.0143",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msAil.hmt:11.88,"urn:cite:hmt:vaimg.VA140VN-0642@0.886,0.4689,0.038,0.0135",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msAil.hmt:11.89,"urn:cite:hmt:vaimg.VA140VN-0642@0.681,0.4914,0.146,0.0165",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msAil.hmt:11.90,"urn:cite:hmt:vaimg.VA140VN-0642@0.735,0.5304,0.056,0.015",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msAil.hmt:11.91,"urn:cite:hmt:vaimg.VA140VN-0642@0.556,0.5521,0.159,0.0135",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msAil.hmt:11.92,"urn:cite:hmt:vaimg.VA140VN-0642@0.608,0.5686,0.316,0.0128",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msAil.hmt:11.93,"urn:cite:hmt:vaimg.VA140VN-0642@0.679,0.5881,0.081,0.0143",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msAil.hmt:11.94,"urn:cite:hmt:vaimg.VA140VN-0642@0.796,0.5881,0.064,0.0143",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msAil.hmt:11.95,"urn:cite:hmt:vaimg.VA140VN-0642@0.606,0.6624,0.104,0.015",urn:cite:hmt:msA.140v
urn:cts:greekLit:tlg5026.msAil.hmt:11.96,"urn:cite:hmt:vaimg.VA141RN-0313@0.377,0.2222,0.068,0.0105",urn:cite:hmt:msA.141r
urn:cts:greekLit:tlg5026.msAil.hmt:11.97,"urn:cite:hmt:vaimg.VA141RN-0313@0.404,0.2417,0.054,0.0135",urn:cite:hmt:msA.141r
urn:cts:greekLit:tlg5026.msAil.hmt:11.98,"urn:cite:hmt:vaimg.VA141RN-0313@0.29,0.2575,0.058,0.0135",urn:cite:hmt:msA.141r
urn:cts:greekLit:tlg5026.msAil.hmt:11.99,"urn:cite:hmt:vaimg.VA141RN-0313@0.363,0.2785,0.049,0.0105",urn:cite:hmt:msA.141r
urn:cts:greekLit:tlg5026.msAil.hmt:11.100,"urn:cite:hmt:vaimg.VA141RN-0313@0.456,0.3348,0.052,0.0128",urn:cite:hmt:msA.141r
urn:cts:greekLit:tlg5026.msAil.hmt:11.101,"urn:cite:hmt:vaimg.VA141RN-0313@0.516,0.4512,0.054,0.0143",urn:cite:hmt:msA.141r
urn:cts:greekLit:tlg5026.msAil.hmt:11.102,"urn:cite:hmt:vaimg.VA141RN-0313@0.358,0.488,0.044,0.0143",urn:cite:hmt:msA.141r
urn:cts:greekLit:tlg5026.msAil.hmt:11.103,"urn:cite:hmt:vaimg.VA141RN-0313@0.22,0.5045,0.098,0.0135",urn:cite:hmt:msA.141r
urn:cts:greekLit:tlg5026.msAil.hmt:11.104,"urn:cite:hmt:vaimg.VA141RN-0313@0.414,0.5285,0.051,0.0098",urn:cite:hmt:msA.141r
urn:cts:greekLit:tlg5026.msAil.hmt:11.105,"urn:cite:hmt:vaimg.VA141RN-0313@0.443,0.5653,0.121,0.0098",urn:cite:hmt:msA.141r
urn:cts:greekLit:tlg5026.msAil.hmt:11.106,"urn:cite:hmt:vaimg.VA141VN-0643@0.693,0.2236,0.042,0.0105",urn:cite:hmt:msA.141v
urn:cts:greekLit:tlg5026.msAil.hmt:11.107,"urn:cite:hmt:vaimg.VA141VN-0643@0.592,0.4719,0.078,0.0135",urn:cite:hmt:msA.141v
urn:cts:greekLit:tlg5026.msAil.hmt:11.108,"urn:cite:hmt:vaimg.VA141VN-0643@0.538,0.5124,0.039,0.0113",urn:cite:hmt:msA.141v
urn:cts:greekLit:tlg5026.msAil.hmt:11.109,"urn:cite:hmt:vaimg.VA141VN-0643@0.832,0.5701,0.015,0.009",urn:cite:hmt:msA.141v
urn:cts:greekLit:tlg5026.msAil.hmt:11.110,"urn:cite:hmt:vaimg.VA141VN-0643@0.52,0.6377,0.091,0.0173",urn:cite:hmt:msA.141v
urn:cts:greekLit:tlg5026.msAil.hmt:11.111,"urn:cite:hmt:vaimg.VA141VN-0643@0.533,0.6579,0.072,0.015",urn:cite:hmt:msA.141v
urn:cts:greekLit:tlg5026.msAil.hmt:11.112,"urn:cite:hmt:vaimg.VA141VN-0643@0.861,0.6789,0.05,0.0135",urn:cite:hmt:msA.141v
urn:cts:greekLit:tlg5026.msAil.hmt:11.113,"urn:cite:hmt:vaimg.VA142RN-0314@0.522,0.2026,0.065,0.0143",urn:cite:hmt:msA.142r
urn:cts:greekLit:tlg5026.msAil.hmt:11.114,"urn:cite:hmt:vaimg.VA142RN-0314@0.365,0.2618,0.024,0.0105",urn:cite:hmt:msA.142r
urn:cts:greekLit:tlg5026.msAil.hmt:11.115,"urn:cite:hmt:vaimg.VA142RN-0314@0.233,0.3901,0.065,0.0165",urn:cite:hmt:msA.142r
urn:cts:greekLit:tlg5026.msAil.hmt:11.116,"urn:cite:hmt:vaimg.VA142RN-0314@0.268,0.4126,0.06,0.012",urn:cite:hmt:msA.142r
urn:cts:greekLit:tlg5026.msAil.hmt:11.117,"urn:cite:hmt:vaimg.VA142RN-0314@0.451,0.4096,0.119,0.0158",urn:cite:hmt:msA.142r
urn:cts:greekLit:tlg5026.msAil.hmt:11.118,"urn:cite:hmt:vaimg.VA142RN-0314@0.188,0.5049,0.099,0.0128",urn:cite:hmt:msA.142r
urn:cts:greekLit:tlg5026.msAil.hmt:11.119,"urn:cite:hmt:vaimg.VA142RN-0314@0.454,0.5086,0.058,0.0098",urn:cite:hmt:msA.142r
urn:cts:greekLit:tlg5026.msAil.hmt:11.120,"urn:cite:hmt:vaimg.VA142RN-0314@0.288,0.5266,0.026,0.0128",urn:cite:hmt:msA.142r
urn:cts:greekLit:tlg5026.msAil.hmt:11.121,"urn:cite:hmt:vaimg.VA142RN-0314@0.349,0.5244,0.051,0.0143",urn:cite:hmt:msA.142r
urn:cts:greekLit:tlg5026.msAil.hmt:11.122,"urn:cite:hmt:vaimg.VA142RN-0314@0.375,0.5641,0.107,0.0135",urn:cite:hmt:msA.142r
urn:cts:greekLit:tlg5026.msAil.hmt:11.123,"urn:cite:hmt:vaimg.VA142RN-0314@0.417,0.6212,0.075,0.0105",urn:cite:hmt:msA.142r
urn:cts:greekLit:tlg5026.msAil.hmt:11.124,"urn:cite:hmt:vaimg.VA142VN-0644@0.572,0.2228,0.055,0.0165",urn:cite:hmt:msA.142v
urn:cts:greekLit:tlg5026.msAil.hmt:11.125,"urn:cite:hmt:vaimg.VA142VN-0644@0.613,0.2671,0.049,0.009",urn:cite:hmt:msA.142v
urn:cts:greekLit:tlg5026.msAil.hmt:11.126,"urn:cite:hmt:vaimg.VA142VN-0644@0.577,0.2888,0.023,0.009",urn:cite:hmt:msA.142v
urn:cts:greekLit:tlg5026.msAil.hmt:11.127,"urn:cite:hmt:vaimg.VA142VN-0644@0.711,0.3608,0.04,0.009",urn:cite:hmt:msA.142v
urn:cts:greekLit:tlg5026.msAil.hmt:11.128,"urn:cite:hmt:vaimg.VA142VN-0644@0.513,0.4141,0.055,0.0135",urn:cite:hmt:msA.142v
urn:cts:greekLit:tlg5026.msAil.hmt:11.129,"urn:cite:hmt:vaimg.VA142VN-0644@0.728,0.5109,0.055,0.0135",urn:cite:hmt:msA.142v
urn:cts:greekLit:tlg5026.msAil.hmt:11.130,"urn:cite:hmt:vaimg.VA142VN-0644@0.738,0.5281,0.06,0.0135",urn:cite:hmt:msA.142v
urn:cts:greekLit:tlg5026.msAil.hmt:11.131,"urn:cite:hmt:vaimg.VA142VN-0644@0.507,0.5439,0.097,0.0165",urn:cite:hmt:msA.142v
urn:cts:greekLit:tlg5026.msAil.hmt:11.132,"urn:cite:hmt:vaimg.VA142VN-0644@0.624,0.5829,0.073,0.015",urn:cite:hmt:msA.142v
urn:cts:greekLit:tlg5026.msAil.hmt:11.133,"urn:cite:hmt:vaimg.VA142VN-0644@0.713,0.5836,0.13,0.0173",urn:cite:hmt:msA.142v
urn:cts:greekLit:tlg5026.msAil.hmt:11.134,"urn:cite:hmt:vaimg.VA142VN-0644@0.853,0.5836,0.068,0.0173",urn:cite:hmt:msA.142v
urn:cts:greekLit:tlg5026.msAil.hmt:11.135,"urn:cite:hmt:vaimg.VA142VN-0644@0.669,0.6204,0.062,0.0165",urn:cite:hmt:msA.142v
urn:cts:greekLit:tlg5026.msAil.hmt:11.136,"urn:cite:hmt:vaimg.VA142VN-0644@0.83,0.6609,0.076,0.015",urn:cite:hmt:msA.142v
urn:cts:greekLit:tlg5026.msAil.hmt:11.137,"urn:cite:hmt:vaimg.VA142VN-0644@0.61,0.6797,0.073,0.0143",urn:cite:hmt:msA.142v
urn:cts:greekLit:tlg5026.msAil.hmt:11.138,"urn:cite:hmt:vaimg.VA142VN-0644@0.784,0.6782,0.08,0.015",urn:cite:hmt:msA.142v
urn:cts:greekLit:tlg5026.msAil.hmt:11.139,"urn:cite:hmt:vaimg.VA143RN-0315@0.39,0.2903,0.054,0.0143",urn:cite:hmt:msA.143r
urn:cts:greekLit:tlg5026.msAil.hmt:11.140,"urn:cite:hmt:vaimg.VA143RN-0315@0.264,0.3016,0.056,0.0158",urn:cite:hmt:msA.143r
urn:cts:greekLit:tlg5026.msAil.hmt:11.141,"urn:cite:hmt:vaimg.VA143RN-0315@0.195,0.3211,0.039,0.0113",urn:cite:hmt:msA.143r
urn:cts:greekLit:tlg5026.msAil.hmt:11.142,"urn:cite:hmt:vaimg.VA143RN-0315@0.376,0.3263,0.072,0.0135",urn:cite:hmt:msA.143r
urn:cts:greekLit:tlg5026.msAil.hmt:11.143,"urn:cite:hmt:vaimg.VA143RN-0315@0.293,0.4366,0.057,0.021",urn:cite:hmt:msA.143r
urn:cts:greekLit:tlg5026.msAil.hmt:11.144,"urn:cite:hmt:vaimg.VA143RN-0315@0.271,0.5364,0.049,0.0135",urn:cite:hmt:msA.143r
urn:cts:greekLit:tlg5026.msAil.hmt:11.145,"urn:cite:hmt:vaimg.VA143RN-0315@0.355,0.6174,0.103,0.0173",urn:cite:hmt:msA.143r
urn:cts:greekLit:tlg5026.msAil.hmt:11.146,"urn:cite:hmt:vaimg.VA143RN-0315@0.258,0.6309,0.067,0.0188",urn:cite:hmt:msA.143r
urn:cts:greekLit:tlg5026.msAil.hmt:11.147,"urn:cite:hmt:vaimg.VA143RN-0315@0.343,0.6369,0.104,0.015",urn:cite:hmt:msA.143r
urn:cts:greekLit:tlg5026.msAil.hmt:11.148,"urn:cite:hmt:vaimg.VA143VN-0645@0.548,0.3271,0.065,0.0135",urn:cite:hmt:msA.143v
urn:cts:greekLit:tlg5026.msAil.hmt:11.149,"urn:cite:hmt:vaimg.VA143VN-0645@0.639,0.3436,0.088,0.0143",urn:cite:hmt:msA.143v
urn:cts:greekLit:tlg5026.msAil.hmt:11.150,"urn:cite:hmt:vaimg.VA143VN-0645@0.869,0.3398,0.034,0.015",urn:cite:hmt:msA.143v
urn:cts:greekLit:tlg5026.msAil.hmt:11.151,"urn:cite:hmt:vaimg.VA143VN-0645@0.738,0.3623,0.05,0.015",urn:cite:hmt:msA.143v
urn:cts:greekLit:tlg5026.msAil.hmt:11.152,"urn:cite:hmt:vaimg.VA143VN-0645@0.837,0.3631,0.033,0.012",urn:cite:hmt:msA.143v
urn:cts:greekLit:tlg5026.msAil.hmt:11.153,"urn:cite:hmt:vaimg.VA143VN-0645@0.717,0.4599,0.066,0.0135",urn:cite:hmt:msA.143v
urn:cts:greekLit:tlg5026.msAil.hmt:11.154,"urn:cite:hmt:vaimg.VA143VN-0645@0.827,0.5326,0.07,0.0143",urn:cite:hmt:msA.143v
urn:cts:greekLit:tlg5026.msAil.hmt:11.155,"urn:cite:hmt:vaimg.VA143VN-0645@0.673,0.5566,0.041,0.0128",urn:cite:hmt:msA.143v
urn:cts:greekLit:tlg5026.msAil.hmt:11.156,"urn:cite:hmt:vaimg.VA143VN-0645@0.74,0.6662,0.095,0.0158",urn:cite:hmt:msA.143v
urn:cts:greekLit:tlg5026.msAil.hmt:11.157,"urn:cite:hmt:vaimg.VA144RN-0316@0.354,0.1973,0.113,0.018",urn:cite:hmt:msA.144r
urn:cts:greekLit:tlg5026.msAil.hmt:11.158,"urn:cite:hmt:vaimg.VA144RN-0316@0.185,0.2213,0.053,0.0113",urn:cite:hmt:msA.144r
